/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from BABADA1 (1928-1955), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926358 (dataset in review), 
	In: Vaquero, JM et al. (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 38.900000 * LONGITUDE: -6.962500
	DATE/TIME START: 1928-09-01T00:00:00 * DATE/TIME END: 1955-12-31T00:00:00
Event(s):	BABADA1 * LATITUDE: 38.900000 * LONGITUDE: -6.962500 * LOCATION: Badajoz, Spain * METHOD/DEVICE: Weather station/meteorological observation (WST)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 7am
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 1pm
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 6pm
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: mean
	Sunshine duration [min] (SSD) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: calculated from hours and minutes
	Sunshine duration, daily [h/day] (SSD) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
Size:	56002 data points
*/
Date/Time	N [tenths] (at 7am)	N [tenths] (at 1pm)	N [tenths] (at 6pm)	N [tenths] (mean)	SSD [min] (calculated from hours and min...)	SSD [h/day]
1947-10-27	10	10	5	8.33	160	2.67
1947-10-28	10	7	10	9.00	215	3.58
1947-10-29	10	10	10	10.00	0	0.00
1947-10-30	9	4	3	5.33	505	8.42
1947-10-31	0	1	7	2.67	570	9.50
1947-11-01	10	9	5	8.00	185	3.08
1947-11-02	10	10	10	10.00	10	0.17
1947-11-03	10	5	2	5.67	260	4.33
1947-11-04	1	1	1	1.00	570	9.50
1947-11-05	1	1	0	0.67	600	10.00
1947-11-06	1	4	7	4.00	570	9.50
1947-11-07	4	3	1	2.67	355	5.92
1947-11-08	2	0	1	1.00	580	9.67
1947-11-09	0	0	0	0.00	540	9.00
1947-11-10	0	0	1	0.33	585	9.75
1947-11-11	0	0	0	0.00	590	9.83
1947-11-12	0	0	0	0.00	565	9.42
1947-11-13	0	0	0	0.00	565	9.42
1947-11-14	0	0	0	0.00	565	9.42
1947-11-15	0	2	1	1.00	545	9.08
1947-11-16	2	2	6	3.33	280	4.67
1947-11-17	2	8	10	6.67	210	3.50
1947-11-18	10	6	2	6.00	245	4.08
1947-11-19	10	2	2	4.67	435	7.25
1947-11-20	1	1	1	1.00	560	9.33
1947-11-21	10	0	0	3.33	405	6.75
1947-11-22	0	0	0	0.00	545	9.08
1947-11-23	0	0	0	0.00	560	9.33
1947-11-24	0	0	0	0.00	550	9.17
1947-11-25	1	3	1	1.67	410	6.83
1947-11-26	6	9	6	7.00	200	3.33
1947-11-27	10	6	9	8.33	220	3.67
1947-11-28	2	8	3	4.33	450	7.50
1947-11-29	5	3	4	4.00	335	5.58
1947-11-30	10	10	10	10.00	0	0.00
1947-12-01	1	1	10	4.00	375	6.25
1947-12-02	5	10	3	6.00	340	5.67
1947-12-03	10	10	6	8.67	110	1.83
1947-12-04	9	9	9	9.00	70	1.17
1947-12-05	10	4	2	5.33	395	6.58
1947-12-06	9	10	10	9.67	0	0.00
1947-12-07	10	10	10	10.00	0	0.00
1947-12-08	1	1	1	1.00	555	9.25
1947-12-09	1	0	0	0.33	550	9.17
1947-12-10	0	1	0	0.33	550	9.17
1947-12-11	0	0	0	0.00	550	9.17
1947-12-12	1	1	1	1.00	540	9.00
1947-12-13	0	1	0	0.33	530	8.83
1947-12-14	0	0	0	0.00	530	8.83
1947-12-15	0	0	0	0.00	510	8.50
1947-12-16	0	0	0	0.00	500	8.33
1947-12-17	0	0	0	0.00	510	8.50
1947-12-18	0	0	0	0.00	540	9.00
1947-12-19	0	0	0	0.00	530	8.83
1947-12-20	0	0	0	0.00	540	9.00
1947-12-21	0	0	0	0.00	540	9.00
1947-12-22	0	0	0	0.00	520	8.67
1947-12-23	0	0	0	0.00	460	7.67
1947-12-24	0	10	10	6.67	155	2.58
1947-12-25	10	10	10	10.00	55	0.92
1947-12-26	10	9	1	6.67	190	3.17
1947-12-27	0	1	1	0.67	470	7.83
1947-12-28	0	0	2	0.67	110	1.83
1947-12-29	10	10	10	10.00	40	0.67
1947-12-30	10	5	10	8.33	260	4.33
1947-12-31	0	1	1	0.67	540	9.00
1948-01-01	6	8	5	6.33	510	8.50
1948-01-02	7	3	1	3.67	510	8.50
1948-01-03	0	1	1	0.67	540	9.00
1948-01-04	1	6	10	5.67	330	5.50
1948-01-05	9	7	10	8.67	145	2.42
1948-01-06	10	10	10	10.00	10	0.17
1948-01-07	6	8	3	5.67	255	4.25
1948-01-08	2	6	9	5.67	275	4.58
1948-01-09	10	10	7	9.00	50	0.83
1948-01-10	9	10	10	9.67	0	0.00
1948-01-11	10	5	7	7.33	170	2.83
1948-01-12	1	9	5	5.00	470	7.83
1948-01-13	1	1	0	0.67	460	7.67
1948-01-14	10	10	0	6.67	190	3.17
1948-01-15	10	3	6	6.33	380	6.33
1948-01-16	1	4	1	2.00	480	8.00
1948-01-17	1	1	1	1.00	540	9.00
1948-01-18	9	10	6	8.33	140	2.33
1948-01-19	3	7	10	6.67	285	4.75
1948-01-20	3	2	1	2.00	545	9.08
1948-01-21	3	7	9	6.33	360	6.00
1948-01-22	10	10	10	10.00	40	0.67
1948-01-23	9	9	10	9.33	60	1.00
1948-01-24	7	4	3	4.67	385	6.42
1948-01-25	10	10	10	10.00	60	1.00
1948-01-26	10	10	10	10.00	110	1.83
1948-01-27	10	4	8	7.33	360	6.00
1948-01-28	9	10	6	8.33	110	1.83
1948-01-29	9	5	3	5.67	340	5.67
1948-01-30	10	8	9	9.00	410	6.83
1948-01-31	10	9	9	9.33	350	5.83
1948-02-01	4	3	3	3.33	415	6.92
1948-02-02	0	3	1	1.33	545	9.08
1948-02-03	10	9	9	9.33	400	6.67
1948-02-04	10	9	9	9.33	240	4.00
1948-02-05	10	10	10	10.00	20	0.33
1948-02-06	9	9	8	8.67	350	5.83
1948-02-07	1	0	0	0.33	590	9.83
1948-02-08	0	0	1	0.33	595	9.92
1948-02-09	0	1	1	0.67	560	9.33
1948-02-10	0	0	0	0.00	540	9.00
1948-02-11	10	0	0	3.33	320	5.33
1948-02-12	10	10	6	8.67	130	2.17
1948-02-13	10	2	1	4.33	480	8.00
1948-02-14	0	3	1	1.33	585	9.75
1948-02-15	0	0	0	0.00	600	10.00
1948-02-16	0	2	1	1.00	440	7.33
1948-02-17	10	10	7	9.00	335	5.58
1948-02-18	10	8	4	7.33	355	5.92
1948-02-19	10	7	9	8.67	375	6.25
1948-02-20	10	10	10	10.00	0	0.00
1948-02-21	9	10	6	8.33	0	0.00
1948-02-22	1	10	10	7.00	260	4.33
1948-02-23	10	10	10	10.00	0	0.00
1948-02-24	10	10	10	10.00	0	0.00
1948-02-25	10	10	10	10.00	0	0.00
1948-02-26	10	10	10	10.00	0	0.00
1948-02-27	9	10	7	8.67	50	0.83
1948-02-28	10	1	2	4.33	580	9.67
1948-02-29	2	3	6	3.67	580	9.67
1948-03-01	5	3	3	3.67	515	8.58
1948-03-02	9	2	3	4.67	485	8.08
1948-03-03	2	3	2	2.33	595	9.92
1948-03-04	1	1	8	3.33	485	8.08
1948-03-05	9	10	10	9.67	0	0.00
1948-03-06	10	10	10	10.00	160	2.67
1948-03-07	0	0	1	0.33	570	9.50
1948-03-08	0	0	1	0.33	625	10.42
1948-03-09	11	3	1	5.00	640	10.67
1948-03-10	0	0	0	0.00	630	10.50
1948-03-11	0	0	0	0.00	645	10.75
1948-03-12	0	0	0	0.00	640	10.67
1948-03-13	0	0	1	0.33	630	10.50
1948-03-14	0	1	1	0.67	600	10.00
1948-03-15	1	1	1	1.00	635	10.58
1948-03-16	0	1	1	0.67	620	10.33
1948-03-17	0	2	8	3.33	575	9.58
1948-03-18	7	8	10	8.33	490	8.17
1948-03-19	2	1	1	1.33	630	10.50
1948-03-20	0	3	1	1.33	640	10.67
1948-03-21	10	10	10	10.00	430	7.17
1948-03-22	10	10	10	10.00	540	9.00
1948-03-23	9	10	10	9.67	190	3.17
1948-03-24	5	10	10	8.33	490	8.17
1948-03-25	7	3	6	5.33	490	8.17
1948-03-26	10	10	10	10.00	0	0.00
1948-03-27	6	9	10	8.33	535	8.92
1948-03-28	7	9	3	6.33	550	9.17
1948-03-29	10	9	9	9.33	200	3.33
1948-03-30	10	10	10	10.00	50	0.83
1948-03-31	10	8	10	9.33	445	7.42
1948-04-01	10	7	6	7.67	635	10.58
1948-04-02	3	1	1	1.67	660	11.00
1948-04-03	10	9	8	9.00	270	4.50
1948-04-04	8	7	4	6.33	610	10.17
1948-04-05	1	6	10	5.67	570	9.50
1948-04-06	8	0	1	3.00	685	11.42
1948-04-07	0	0	0	0.00	685	11.42
1948-04-08	0	0	0	0.00	715	11.92
1948-04-09	7	6	4	5.67	700	11.67
1948-04-10	6	2	1	3.00	680	11.33
1948-04-11	2	10	10	7.33	365	6.08
1948-04-12	6	9	10	8.33	330	5.50
1948-04-13	9	10	10	9.67	80	1.33
1948-04-14	10	10	10	10.00	110	1.83
1948-04-15	1	1	1	1.00	680	11.33
1948-04-16	0	2	9	3.67	660	11.00
1948-04-17	10	9	10	9.67	310	5.17
1948-04-18	2	9	7	6.00	440	7.33
1948-04-19	9	9	10	9.33	180	3.00
1948-04-20	10	10	4	8.00	100	1.67
1948-04-21	4	10	9	7.67	440	7.33
1948-04-22	4	6	4	4.67	620	10.33
1948-04-23	9	9	7	8.33	440	7.33
1948-04-24	2	9	1	4.00	660	11.00
1948-04-25	1	1	6	2.67	700	11.67
1948-04-26	0	1	7	2.67	710	11.83
1948-04-27	4	9	10	7.67	450	7.50
1948-04-28	10	9	9	9.33	80	1.33
1948-04-29	10	10	10	10.00	110	1.83
1948-04-30	1	9	7	5.67	540	9.00
1948-05-01	10	9	9	9.33	160	2.67
1948-05-02	10	9	2	7.00	290	4.83
1948-05-03	1	7	8	5.33	700	11.67
1948-05-04	10	10	9	9.67	100	1.67
1948-05-05	10	9	5	8.00	300	5.00
1948-05-06	3	7	8	6.00	540	9.00
1948-05-07	1	4	3	2.67	620	10.33
1948-05-08	7	9	10	8.67	240	4.00
1948-05-09	10	3	3	5.33	590	9.83
1948-05-10	10	10	5	8.33	200	3.33
1948-05-11	10	9	10	9.67	270	4.50
1948-05-12	9	8	6	7.67	500	8.33
1948-05-13	1	1	4	2.00	690	11.50
1948-05-14	10	6	4	6.67	360	6.00
1948-05-15	10	9	4	7.67	340	5.67
1948-05-16	10	9	10	9.67	140	2.33
1948-05-17	9	9	10	9.33	70	1.17
1948-05-18	8	8	9	8.33	490	8.17
1948-05-19	10	9	7	8.67	280	4.67
1948-05-20	9	9	5	7.67	450	7.50
1948-05-21	6	4	3	4.33	780	13.00
1948-05-22	2	1	3	2.00	770	12.83
1948-05-23	9	10	9	9.33	610	10.17
1948-05-24	8	9	4	7.00	560	9.33
1948-05-25	9	5	3	5.67	690	11.50
1948-05-26	10	10	10	10.00	0	0.00
1948-05-27	10	9	10	9.67	185	3.08
1948-05-28	10	9	10	9.67	280	4.67
1948-05-29	10	9	9	9.33	415	6.92
1948-05-30	1	1	1	1.00	835	13.92
1948-05-31	1	10	10	7.00	750	12.50
1948-06-01	1	1	1	1.00	820	13.67
1948-06-02	5	9	8	7.33	510	8.50
1948-06-03	3	1	1	1.67	870	14.50
1948-06-04	1	1	1	1.00	835	13.92
1948-06-05	2	9	4	5.00	800	13.33
1948-06-06	0	2	5	2.33	855	14.25
1948-06-07	6	1	2	3.00	795	13.25
1948-06-08	10	9	9	9.33	125	2.08
1948-06-09	9	5	3	5.67	765	12.75
1948-06-10	0	5	3	2.67	825	13.75
1948-06-11	2	2	1	1.67	815	13.58
1948-06-12	3	8	9	6.67	730	12.17
1948-06-13	10	10	1	7.00	740	12.33
1948-06-14	0	2	5	2.33	870	14.50
1948-06-15	1	1	1	1.00	850	14.17
1948-06-16	0	0	0	0.00	860	14.33
1948-06-17	0	0	0	0.00	835	13.92
1948-06-18	1	2	7	3.33	780	13.00
1948-06-19	9	7	8	8.00	760	12.67
1948-06-20	0	3	0	1.00	840	14.00
1948-06-21	0	0	0	0.00	855	14.25
1948-06-22	0	0	0	0.00	835	13.92
1948-06-23	0	0	0	0.00	815	13.58
1948-06-24	0	0	0	0.00	860	14.33
1948-06-25	1	1	1	1.00	860	14.33
1948-06-26	1	0	0	0.33	860	14.33
1948-06-27	0	0	0	0.00	830	13.83
1948-06-28	0	0	1	0.33	795	13.25
1948-06-29	2	3	3	2.67	825	13.75
1948-06-30	8	1	5	4.67	755	12.58
1948-07-01	2	2	1	1.67	860	14.33
1948-07-02	0	1	1	0.67	810	13.50
1948-07-03	1	7	4	4.00	820	13.67
1948-07-04	1	0	0	0.33	810	13.50
1948-07-05	0	0	0	0.00	855	14.25
1948-07-06	0	0	0	0.00	845	14.08
1948-07-07	0	0	0	0.00	840	14.00
1948-07-08	0	0	0	0.00	835	13.92
1948-07-09	0	3	4	2.33	830	13.83
1948-07-10	5	0	1	2.00	825	13.75
1948-07-11	1	1	0	0.67	845	14.08
1948-07-12	0	0	0	0.00	840	14.00
1948-07-13	0	0	0	0.00	830	13.83
1948-07-14	9	1	1	3.67	660	11.00
1948-07-15	1	0	0	0.33	840	14.00
1948-07-16	0	0	0	0.00	825	13.75
1948-07-17	0	0	0	0.00	835	13.92
1948-07-18	0	0	0	0.00	815	13.58
1948-07-19	0	0	0	0.00	830	13.83
1948-07-20	0	0	0	0.00	765	12.75
1948-07-21	3	2	2	2.33	825	13.75
1948-07-22	3	1	1	1.67	825	13.75
1948-07-23	3	2	0	1.67	835	13.92
1948-07-24	2	4	3	3.00	830	13.83
1948-07-25	0	0	0	0.00	770	12.83
1948-07-26	2	1	0	1.00	740	12.33
1948-07-27	9	0	3	4.00	720	12.00
1948-07-28	6	5	1	4.00	770	12.83
1948-07-29	3	9	1	4.33	780	13.00
1948-07-30	0	0	0	0.00	800	13.33
1948-07-31	2	1	3	2.00	735	12.25
1948-08-01	0	0	4	1.33	785	13.08
1948-08-02	0	2	0	0.67	810	13.50
1948-08-03	7	0	2	3.00	810	13.50
1948-08-04	1	1	1	1.00	820	13.67
1948-08-05	0	0	1	0.33	775	12.92
1948-08-06	9	10	6	8.33	660	11.00
1948-08-07	9	9	9	9.00	575	9.58
1948-08-08	0	9	7	5.33	720	12.00
1948-08-09	4	6	2	4.00	770	12.83
1948-08-10	0	1	0	0.33	800	13.33
1948-08-11	0	1	2	1.00	805	13.42
1948-08-12	1	4	0	1.67	780	13.00
1948-08-13	0	0	0	0.00	775	12.92
1948-08-14	0	0	0	0.00	760	12.67
1948-08-15	0	0	1	0.33	750	12.50
1948-08-16	1	4	1	2.00	750	12.50
1948-08-17	10	4	4	6.00	480	8.00
1948-08-18	1	9	2	4.00	760	12.67
1948-08-19	1	0	1	0.67	760	12.67
1948-08-20	4	2	5	3.67	710	11.83
1948-08-21	2	4	9	5.00	655	10.92
1948-08-22	9	6	1	5.33	705	11.75
1948-08-23	1	1	2	1.33	735	12.25
1948-08-24	0	0	0	0.00	745	12.42
1948-08-25	0	0	0	0.00	735	12.25
1948-08-26	0	0	0	0.00	735	12.25
1948-08-27	2	0	3	1.67	730	12.17
1948-08-28	1	2	3	2.00	755	12.58
1948-08-29	4	0	0	1.33	735	12.25
1948-08-30	0	0	0	0.00	725	12.08
1948-08-31	0	0	0	0.00	720	12.00
1948-09-01	0	0	0	0.00	660	11.00
1948-09-02	0	0	0	0.00	660	11.00
1948-09-03	6	4	3	4.33	520	8.67
1948-09-04	0	0	0	0.00	710	11.83
1948-09-05	1	0	1	0.67	705	11.75
1948-09-06	0	0	1	0.33	710	11.83
1948-09-07	0	0	0	0.00	685	11.42
1948-09-08	0	0	1	0.33	685	11.42
1948-09-09	8	3	5	5.33	550	9.17
1948-09-10	6	0	1	2.33	600	10.00
1948-09-11	1	6	5	4.00	655	10.92
1948-09-12	1	0	2	1.00	680	11.33
1948-09-13	2	4	8	4.67	625	10.42
1948-09-14	2	2	1	1.67	670	11.17
1948-09-15	0	1	1	0.67	660	11.00
1948-09-16	0	0	1	0.33	650	10.83
1948-09-17	0	1	0	0.33	630	10.50
1948-09-18	1	1	6	2.67	535	8.92
1948-09-19	1	4	10	5.00	580	9.67
1948-09-20	0	0	0	0.00	630	10.50
1948-09-21	0	1	1	0.67	615	10.25
1948-09-22	0	4	9	4.33	515	8.58
1948-09-23	2	3	6	3.67	570	9.50
1948-09-24	6	4	10	6.67	545	9.08
1948-09-25	4	2	3	3.00	590	9.83
1948-09-26	9	6	5	6.67	450	7.50
1948-09-27	10	5	2	5.67	500	8.33
1948-09-28	2	8	9	6.33	280	4.67
1948-09-29	4	2	1	2.33	620	10.33
1948-09-30	1	1	0	0.67	600	10.00
1948-10-01	1	1	7	3.00	505	8.42
1948-10-02	1	1	1	1.00	605	10.08
1948-10-03	0	2	9	3.67	510	8.50
1948-10-04	4	7	7	6.00	310	5.17
1948-10-05	0	1	6	2.33	570	9.50
1948-10-06	6	1	1	2.67	450	7.50
1948-10-07	10	5	4	6.33	505	8.42
1948-10-08	6	5	4	5.00	620	10.33
1948-10-09	4	1	1	2.00	590	9.83
1948-10-10	1	0	1	0.67	625	10.42
1948-10-11	0	1	1	0.67	615	10.25
1948-10-12	1	7	7	5.00	435	7.25
1948-10-13	4	1	2	2.33	575	9.58
1948-10-14	8	3	4	5.00	375	6.25
1948-10-15	6	4	4	4.67	505	8.42
1948-10-16	9	2	1	4.00	500	8.33
1948-10-17	10	4	7	7.00	220	3.67
1948-10-18	10	9	9	9.33	90	1.50
1948-10-19	5	1	1	2.33	600	10.00
1948-10-20	1	1	1	1.00	620	10.33
1948-10-21	2	5	10	5.67	340	5.67
1948-10-22	9	5	3	5.67	500	8.33
1948-10-23	9	6	3	6.00	410	6.83
1948-10-24	6	2	2	3.33	500	8.33
1948-10-25	4	6	6	5.33	320	5.33
1948-10-26	9	9	8	8.67	355	5.92
1948-10-27	3	2	1	2.00	600	10.00
1948-10-28	9	10	2	7.00	30	0.50
1948-10-29	1	9	8	6.00	225	3.75
1948-10-30	10	2	1	4.33	370	6.17
1948-10-31	3	2	4	3.00	570	9.50
1948-11-01	0	1	0	0.33	595	9.92
1948-11-02	7	10	10	9.00	435	7.25
1948-11-03	3	3	3	3.00	540	9.00
1948-11-04	10	10	3	7.67	120	2.00
1948-11-05	10	10	7	9.00	240	4.00
1948-11-06	10	10	7	9.00	130	2.17
1948-11-07	10	8	8	8.67	220	3.67
1948-11-08	2	2	4	2.67	560	9.33
1948-11-09	2	10	9	7.00	310	5.17
1948-11-10	2	7	3	4.00	425	7.08
1948-11-11	0	0	0	0.00	570	9.50
1948-11-12	0	0	1	0.33	580	9.67
1948-11-13	1	2	1	1.33	575	9.58
1948-11-14	2	3	0	1.67	575	9.58
1948-11-15	1	0	0	0.33	575	9.58
1948-11-16	0	0	1	0.33	540	9.00
1948-11-17	3	1	0	1.33	560	9.33
1948-11-18	0	0	0	0.00	550	9.17
1948-11-19	3	10	6	6.33	280	4.67
1948-11-20	8	10	10	9.33	410	6.83
1948-11-21	6	10	9	8.33	285	4.75
1948-11-22	3	5	6	4.67	495	8.25
1948-11-23	9	10	10	9.67	0	0.00
1948-11-24	9	2	5	5.33	350	5.83
1948-11-25	1	7	4	4.00	280	4.67
1948-11-26	7	6	8	7.00	335	5.58
1948-11-27	9	10	9	9.33	0	0.00
1948-11-28	0	0	0	0.00	500	8.33
1948-11-29	0	0	0	0.00	510	8.50
1948-11-30	0	0	0	0.00	535	8.92
1948-12-01	6	9	9	8.00	165	2.75
1948-12-02	10	7	7	8.00	90	1.50
1948-12-03	8	10	6	8.00	40	0.67
1948-12-04	10	10	2	7.33	120	2.00
1948-12-05	6	4	10	6.67	115	1.92
1948-12-06	10	7	3	6.67	230	3.83
1948-12-07	9	10	10	9.67	25	0.42
1948-12-08	10	9	9	9.33	55	0.92
1948-12-09	10	10	10	10.00	0	0.00
1948-12-10	5	5	9	6.33	450	7.50
1948-12-11	10	10	10	10.00	0	0.00
1948-12-12	4	6	10	6.67	380	6.33
1948-12-13	10	10	10	10.00	30	0.50
1948-12-14	10	2	3	5.00	420	7.00
1948-12-15	10	2	4	5.33	410	6.83
1948-12-16	7	10	8	8.33	430	7.17
1948-12-17	0	0	0	0.00	490	8.17
1948-12-18	0	0	0	0.00	510	8.50
1948-12-19	1	1	0	0.67	520	8.67
1948-12-20	0	0	1	0.33	530	8.83
1948-12-21	10	10	10	10.00	0	0.00
1948-12-22	10	10	10	10.00	0	0.00
1948-12-23	10	6	10	8.67	350	5.83
1948-12-24	10	10	10	10.00	40	0.67
1948-12-25	1	1	1	1.00	530	8.83
1948-12-26	0	1	1	0.67	420	7.00
1948-12-27	10	6	9	8.33	80	1.33
1948-12-28	2	7	3	4.00	440	7.33
1948-12-29	3	3	10	5.33	350	5.83
1948-12-30	10	9	10	9.67	35	0.58
1948-12-31	3	9	2	4.67	0	0.00
1949-01-01	10	10	0	6.67	45	0.75
1949-01-02	6	6	10	7.33	305	5.08
1949-01-03	1	8	4	4.33	505	8.42
1949-01-04	10	10	5	8.33	0	0.00
1949-01-05	8	3	2	4.33	460	7.67
1949-01-06	10	8	0	6.00	270	4.50
1949-01-07	0	0	0	0.00	510	8.50
1949-01-08	10	0	0	3.33	505	8.42
1949-01-09	10	3	3	5.33	410	6.83
1949-01-10	9	9	9	9.00	10	0.17
1949-01-11	0	1	1	0.67	515	8.58
1949-01-12	0	0	0	0.00	540	9.00
1949-01-13	0	0	0	0.00	550	9.17
1949-01-14	0	3	0	1.00	550	9.17
1949-01-15	0	0	0	0.00	550	9.17
1949-01-16	0	0	0	0.00	530	8.83
1949-01-17	0	0	0	0.00	540	9.00
1949-01-18	1	0	0	0.33	495	8.25
1949-01-19	0	0	0	0.00	535	8.92
1949-01-20	0	0	3	1.00	565	9.42
1949-01-21	4	5	0	3.00	430	7.17
1949-01-22	2	3	5	3.33	430	7.17
1949-01-23	3	5	10	6.00	145	2.42
1949-01-24	9	8	3	6.67	470	7.83
1949-01-25	10	5	6	7.00	290	4.83
1949-01-26	2	0	7	3.00	490	8.17
1949-01-27	4	3	7	4.67	385	6.42
1949-01-28	5	5	3	4.33	405	6.75
1949-01-29	1	1	4	2.00	525	8.75
1949-01-30	2	2	1	1.67	530	8.83
1949-01-31	0	0	1	0.33	570	9.50
1949-02-01	0	1	1	0.67	570	9.50
1949-02-02	0	0	1	0.33	575	9.58
1949-02-03	0	1	0	0.33	580	9.67
1949-02-04	1	9	8	6.00	415	6.92
1949-02-05	9	8	6	7.67	280	4.67
1949-02-06	9	6	6	7.00	360	6.00
1949-02-07	0	10	6	5.33	265	4.42
1949-02-08	4	7	7	6.00	430	7.17
1949-02-09	5	3	9	5.67	490	8.17
1949-02-10	8	10	5	7.67	85	1.42
1949-02-11	5	9	4	6.00	320	5.33
1949-02-12	3	4	2	3.00	530	8.83
1949-02-13	4	10	8	7.33	540	9.00
1949-02-14	0	0	1	0.33	595	9.92
1949-02-15	1	1	4	2.00	520	8.67
1949-02-16	5	4	4	4.33	470	7.83
1949-02-17	10	10	5	8.33	145	2.42
1949-02-18	0	1	2	1.00	595	9.92
1949-02-19	0	7	8	5.00	530	8.83
1949-02-20	8	1	3	4.00	500	8.33
1949-02-21	1	8	4	4.33	510	8.50
1949-02-22	1	1	1	1.00	600	10.00
1949-02-23	1	1	3	1.67	630	10.50
1949-02-24	1	0	1	0.67	610	10.17
1949-02-25	1	0	0	0.33	610	10.17
1949-02-26	0	0	0	0.00	610	10.17
1949-02-27	1	1	1	1.00	615	10.25
1949-02-28	0	1	0	0.33	620	10.33
1949-03-01	0	0	0	0.00	615	10.25
1949-03-02	0	0	0	0.00	620	10.33
1949-03-03	0	0	0	0.00	615	10.25
1949-03-04	0	1	0	0.33	615	10.25
1949-03-05	0	2	2	1.33	585	9.75
1949-03-06	3	9	5	5.67	410	6.83
1949-03-07	1	1	6	2.67	620	10.33
1949-03-08	10	10	10	10.00	0	0.00
1949-03-09	10	9	9	9.33	245	4.08
1949-03-10	10	7	7	8.00	250	4.17
1949-03-11	10	8	6	8.00	280	4.67
1949-03-12	10	6	10	8.67	390	6.50
1949-03-13	10	1	0	3.67	365	6.08
1949-03-14	1	5	10	5.33	500	8.33
1949-03-15	10	10	10	10.00	0	0.00
1949-03-16	9	4	7	6.67	415	6.92
1949-03-17	1	2	4	2.33	615	10.25
1949-03-18	0	1	2	1.00	650	10.83
1949-03-19	0	1	1	0.67	660	11.00
1949-03-20	0	0	0	0.00	650	10.83
1949-03-21	0	0	1	0.33	660	11.00
1949-03-22	0	6	3	3.00	655	10.92
1949-03-23	1	4	5	3.33	590	9.83
1949-03-24	1	8	5	4.67	405	6.75
1949-03-25	10	6	4	6.67	410	6.83
1949-03-26	9	9	5	7.67	390	6.50
1949-03-27	3	5	4	4.00	590	9.83
1949-03-28	9	10	10	9.67	0	0.00
1949-03-29	9	9	10	9.33	190	3.17
1949-03-30	10	9	3	7.33	545	9.08
1949-03-31	9	4	8	7.00	490	8.17
1949-04-01	6	9	9	8.00	580	9.67
1949-04-02	3	3	9	5.00	650	10.83
1949-04-03	0	1	1	0.67	695	11.58
1949-04-04	4	3	4	3.67	650	10.83
1949-04-05	1	1	6	2.67	680	11.33
1949-04-06	2	10	10	7.33	610	10.17
1949-04-07	10	3	1	4.67	620	10.33
1949-04-08	1	2	1	1.33	715	11.92
1949-04-09	1	3	10	4.67	640	10.67
1949-04-10	10	9	10	9.67	360	6.00
1949-04-11	10	10	5	8.33	560	9.33
1949-04-12	0	1	2	1.00	590	9.83
1949-04-13	10	10	10	10.00	375	6.25
1949-04-14	0	1	2	1.00	680	11.33
1949-04-15	6	8	9	7.67	685	11.42
1949-04-16	10	10	10	10.00	40	0.67
1949-04-17	10	10	10	10.00	90	1.50
1949-04-18	10	10	10	10.00	50	0.83
1949-04-19	10	5	7	7.33	560	9.33
1949-04-20	10	9	3	7.33	255	4.25
1949-04-21	9	8	7	8.00	325	5.42
1949-04-22	6	8	7	7.00	330	5.50
1949-04-23	8	9	10	9.00	270	4.50
1949-04-24	10	9	9	9.33	315	5.25
1949-04-25	0	1	1	0.67	760	12.67
1949-04-26	1	3	3	2.33	775	12.92
1949-04-27	1	7	5	4.33	620	10.33
1949-04-28	8	5	4	5.67	705	11.75
1949-04-29	1	3	1	1.67	780	13.00
1949-04-30	0	2	3	1.67	755	12.58
1949-05-01	5	4	2	3.67	610	10.17
